,Class
2594,1.0
15077,0.0
9782,1.0
1489,0.0
11431,1.0
4527,1.0
8486,1.0
1537,1.0
6051,0.0
8848,1.0
8168,1.0
9705,0.0
13179,1.0
6677,0.0
2367,1.0
2644,1.0
9707,0.0
10267,1.0
17011,0.0
7637,0.0
1062,1.0
574,1.0
1789,1.0
12116,1.0
6994,1.0
5397,1.0
2643,1.0
10671,0.0
5680,0.0
69,0.0
12198,1.0
3000,1.0
4747,0.0
10960,1.0
8534,1.0
13086,0.0
13087,1.0
5692,1.0
10822,1.0
3094,0.0
16183,0.0
14252,1.0
13867,0.0
4342,1.0
3018,1.0
12717,1.0
11923,1.0
14865,0.0
15757,0.0
4076,1.0
1759,1.0
9666,1.0
16794,0.0
14802,0.0
14368,0.0
17009,0.0
12817,1.0
3496,0.0
7144,1.0
13181,1.0
15105,0.0
15932,0.0
1486,0.0
1033,1.0
7653,1.0
13835,0.0
4268,0.0
12863,1.0
676,1.0
5135,1.0
24,1.0
3138,1.0
12763,0.0
15405,0.0
13484,1.0
3047,0.0
2037,0.0
3066,1.0
11788,1.0
6110,1.0
2124,1.0
7099,1.0
6376,1.0
7872,1.0
7982,1.0
11142,1.0
6928,1.0
1042,0.0
10658,1.0
3412,1.0
2277,1.0
9607,0.0
115,0.0
6992,1.0
9392,0.0
4251,0.0
7551,1.0
8424,0.0
14243,1.0
784,1.0
3854,1.0
5814,1.0
15535,0.0
3170,1.0
1759,1.0
3655,0.0
7645,1.0
3681,0.0
12186,0.0
2174,0.0
3599,1.0
17530,1.0
16229,0.0
7411,1.0
11897,1.0
10887,1.0
6279,1.0
11145,1.0
476,1.0
9871,1.0
6320,1.0
2717,0.0
15684,0.0
13258,0.0
204,1.0
1781,0.0
11784,1.0
2710,1.0
3823,0.0
17142,0.0
3296,1.0
9445,1.0
5838,1.0
14878,1.0
16520,0.0
14738,0.0
10249,1.0
5045,0.0
10901,1.0
3839,0.0
12051,0.0
6352,0.0
11743,1.0
589,0.0
796,1.0
12035,0.0
2481,1.0
17221,1.0
7791,1.0
2967,1.0
608,0.0
15549,0.0
11015,1.0
1356,1.0
12433,1.0
2985,0.0
3280,0.0
9068,1.0
2816,1.0
1315,1.0
2650,1.0
4924,0.0
14946,0.0
2348,0.0
14407,1.0
15365,0.0
12614,1.0
6636,1.0
8723,0.0
6709,1.0
1415,0.0
3065,0.0
3809,0.0
8862,1.0
6158,0.0
3034,1.0
14585,1.0
3629,0.0
12133,1.0
15745,1.0
5557,1.0
1349,0.0
8497,1.0
7064,1.0
10462,1.0
9897,0.0
2348,1.0
5897,1.0
8564,1.0
1619,1.0
8473,1.0
7046,1.0
2925,0.0
3207,1.0
1770,1.0
4275,0.0
13915,1.0
16199,0.0
10413,0.0
2821,1.0
12463,1.0
1951,1.0
4830,0.0
2034,1.0
16204,0.0
1069,0.0
3661,1.0
13371,1.0
11151,0.0
2471,0.0
2275,0.0
1266,0.0
11152,1.0
7865,1.0
2846,0.0
3039,0.0
3846,1.0
16871,0.0
8776,1.0
2301,0.0
5033,1.0
2758,0.0
348,1.0
2261,0.0
6278,1.0
1157,0.0
7092,1.0
3128,0.0
9921,0.0
5881,1.0
4953,0.0
8764,0.0
1478,0.0
8374,0.0
11205,1.0
1454,1.0
16866,0.0
9031,1.0
7249,1.0
256,0.0
7284,1.0
11054,1.0
4514,0.0
570,1.0
108,0.0
3718,0.0
6703,1.0
417,1.0
6517,1.0
16246,0.0
14836,0.0
12826,1.0
428,1.0
13739,1.0
12121,1.0
8777,1.0
1739,1.0
4607,1.0
3460,1.0
241,1.0
1901,1.0
7566,1.0
3386,0.0
2947,1.0
12887,1.0
40,1.0
16041,0.0
9709,0.0
3690,0.0
13874,1.0
750,0.0
10884,1.0
16376,0.0
2981,0.0
10762,1.0
12115,1.0
12409,1.0
3545,1.0
2868,1.0
16684,0.0
16703,0.0
4571,1.0
6455,1.0
1879,0.0
1368,1.0
3898,1.0
2730,1.0
17352,1.0
6851,1.0
415,1.0
7888,1.0
13491,0.0
6387,0.0
14065,0.0
525,0.0
5068,1.0
6486,1.0
4164,1.0
6334,1.0
14115,0.0
13420,0.0
5933,1.0
15216,0.0
8067,0.0
107,1.0
3479,0.0
1788,1.0
37,0.0
7768,1.0
4188,1.0
3636,1.0
1556,0.0
7253,1.0
6399,1.0
117,1.0
11252,1.0
352,1.0
3709,1.0
12289,1.0
16828,0.0
4119,1.0
5776,1.0
11820,1.0
3656,1.0
1985,1.0
7074,0.0
9,1.0
4036,1.0
10336,1.0
1407,1.0
1747,1.0
16108,0.0
15329,0.0
16294,1.0
7261,1.0
12249,1.0
2929,0.0
4039,1.0
3706,0.0
3956,0.0
3808,0.0
3429,0.0
12206,0.0
2508,1.0
4682,1.0
15215,1.0
8404,0.0
2647,0.0
4748,0.0
12868,0.0
6712,1.0
15507,0.0
771,1.0
9864,1.0
10514,0.0
16244,0.0
4212,0.0
1810,0.0
2144,0.0
7676,1.0
11945,1.0
10109,0.0
3577,1.0
1716,1.0
8996,0.0
7615,1.0
8678,1.0
6437,1.0
3052,1.0
5829,0.0
10640,1.0
12968,1.0
12126,1.0
16898,0.0
7352,1.0
14084,0.0
15341,0.0
16587,1.0
1251,0.0
6930,1.0
14036,0.0
6532,0.0
15741,0.0
7237,1.0
16564,0.0
8993,0.0
16588,0.0
4862,1.0
2304,0.0
711,1.0
6909,1.0
14443,1.0
11144,1.0
8912,0.0
8583,0.0
3667,1.0
2556,1.0
8252,1.0
1258,0.0
6681,1.0
8932,0.0
12076,0.0
13217,1.0
12423,0.0
2823,1.0
15649,0.0
1974,1.0
2919,1.0
4051,1.0
268,0.0
13302,0.0
7546,0.0
2771,1.0
16087,0.0
2330,0.0
16260,0.0
16024,0.0
14227,1.0
9469,0.0
7993,1.0
1895,1.0
13540,0.0
10458,0.0
319,0.0
1537,1.0
1472,1.0
14873,0.0
12213,0.0
1370,0.0
741,0.0
16940,1.0
1189,1.0
10259,1.0
1704,0.0
891,1.0
12230,1.0
10721,0.0
2213,1.0
7384,0.0
3488,0.0
6045,1.0
11670,1.0
307,1.0
14864,0.0
1234,1.0
3626,1.0
16072,1.0
12370,1.0
11154,1.0
13247,0.0
10965,1.0
10174,1.0
11522,1.0
15713,1.0
1292,1.0
3202,1.0
887,0.0
17013,0.0
3100,1.0
11308,1.0
12685,0.0
7863,1.0
15728,0.0
14324,0.0
11391,0.0
563,1.0
10210,1.0
1032,1.0
5766,1.0
1701,0.0
15444,0.0
3213,0.0
7059,1.0
10601,1.0
4378,0.0
11770,1.0
14656,0.0
6977,1.0
1380,1.0
15963,0.0
3844,1.0
147,1.0
5713,1.0
7641,1.0
1250,1.0
848,0.0
2972,0.0
2219,1.0
13025,1.0
3364,1.0
17244,1.0
15290,0.0
3141,0.0
2147,1.0
4199,1.0
931,0.0
881,1.0
1113,1.0
16404,0.0
13685,0.0
15266,1.0
17339,0.0
15335,0.0
6335,1.0
4550,0.0
15597,0.0
7045,1.0
9330,0.0
13535,0.0
11662,1.0
2355,0.0
12211,1.0
15613,0.0
477,1.0
5328,1.0
1435,0.0
9879,1.0
265,0.0
8326,0.0
2326,0.0
16895,0.0
4042,1.0
1754,1.0
15997,0.0
6348,1.0
8586,1.0
3379,1.0
5732,1.0
11624,1.0
10971,0.0
13624,0.0
8622,1.0
1438,0.0
17553,0.0
7962,1.0
16058,1.0
4693,1.0
7442,1.0
6256,1.0
4326,1.0
8596,0.0
2502,0.0
14752,0.0
66,1.0
680,1.0
251,1.0
2607,0.0
6186,0.0
17154,0.0
2866,1.0
14936,0.0
16469,0.0
5114,0.0
4409,0.0
6026,1.0
9885,0.0
13986,0.0
6891,1.0
7513,1.0
1422,0.0
3392,0.0
3627,0.0
2754,1.0
8002,1.0
7103,1.0
4350,0.0
1661,0.0
74,0.0
1844,0.0
771,0.0
971,1.0
1286,0.0
14945,0.0
16342,0.0
11645,1.0
1942,1.0
3125,1.0
656,1.0
14804,0.0
8267,1.0
3398,1.0
17677,0.0
9681,1.0
5065,1.0
4387,0.0
4028,1.0
10770,1.0
1642,1.0
976,0.0
12975,0.0
5898,1.0
17185,1.0
3964,1.0
3938,1.0
14249,1.0
11954,0.0
1111,1.0
4415,1.0
12985,0.0
14919,1.0
3363,0.0
11915,1.0
10019,0.0
3147,0.0
1378,0.0
1340,1.0
7508,0.0
145,0.0
10769,1.0
6193,0.0
9992,1.0
3515,0.0
3657,0.0
7273,1.0
6072,1.0
15902,0.0
17343,1.0
12624,0.0
1204,0.0
15289,0.0
1831,0.0
9693,1.0
4182,1.0
13699,0.0
9413,1.0
12804,0.0
5958,1.0
11195,0.0
10242,1.0
4070,1.0
17239,1.0
16888,1.0
1056,0.0
13154,1.0
595,0.0
12316,0.0
1526,1.0
2404,1.0
5825,0.0
5155,1.0
11754,1.0
703,1.0
3166,1.0
1012,1.0
12913,1.0
762,0.0
7825,0.0
2457,1.0
14933,0.0
7000,1.0
82,1.0
7043,0.0
11271,1.0
8726,1.0
959,1.0
8666,1.0
10484,0.0
6610,1.0
6027,1.0
12445,1.0
7239,1.0
817,1.0
11093,1.0
17612,0.0
3955,1.0
4404,0.0
17253,1.0
4099,1.0
10389,0.0
4512,0.0
1667,1.0
3640,1.0
6858,1.0
5354,1.0
4588,1.0
498,1.0
17548,1.0
11143,1.0
13481,0.0
2551,0.0
2286,1.0
1398,1.0
10981,0.0
3725,1.0
1265,0.0
4868,0.0
15137,0.0
7256,1.0
2450,0.0
2229,1.0
7608,0.0
4375,1.0
9466,1.0
4088,1.0
8466,1.0
15601,0.0
1898,0.0
604,0.0
7417,1.0
2018,1.0
3096,0.0
15241,0.0
168,0.0
2530,1.0
1254,1.0
8106,0.0
6923,1.0
8909,0.0
661,0.0
3353,0.0
8746,1.0
1119,0.0
11963,1.0
1288,0.0
6205,1.0
14715,0.0
7359,1.0
2317,0.0
1418,0.0
3084,1.0
15904,0.0
8,0.0
13306,1.0
995,0.0
13560,1.0
4293,0.0
13745,1.0
3389,1.0
15922,1.0
2410,0.0
297,0.0
1865,0.0
1913,0.0
13788,0.0
3994,0.0
7944,0.0
3429,1.0
1146,1.0
5790,1.0
3173,1.0
17132,0.0
14430,0.0
13014,0.0
12378,1.0
16089,0.0
3613,0.0
17603,0.0
13770,0.0
11969,1.0
10029,0.0
15568,0.0
9857,0.0
4197,1.0
4,1.0
4378,1.0
1988,1.0
8383,0.0
11509,0.0
478,1.0
14367,0.0
12519,1.0
4191,1.0
11572,0.0
2314,0.0
14586,0.0
16308,0.0
3249,1.0
4216,1.0
1299,0.0
659,0.0
2724,0.0
1794,0.0
2430,0.0
2782,1.0
5431,1.0
15977,0.0
494,0.0
4254,1.0
17131,1.0
1464,1.0
12538,1.0
29,1.0
4009,1.0
2288,1.0
3207,1.0
12078,1.0
9159,1.0
445,1.0
10270,1.0
8632,0.0
673,1.0
16804,0.0
11688,0.0
16855,0.0
5741,1.0
1495,0.0
13821,0.0
5262,0.0
3499,1.0
3752,0.0
12270,0.0
757,0.0
12287,1.0
10882,0.0
3762,1.0
12137,1.0
3225,1.0
14110,0.0
13546,1.0
1375,1.0
15208,0.0
9698,1.0
14416,1.0
1086,1.0
6573,1.0
538,1.0
8906,1.0
13793,1.0
6145,1.0
647,0.0
1558,1.0
14254,0.0
2187,0.0
3110,0.0
3376,1.0
3828,0.0
1087,1.0
301,1.0
10744,0.0
9626,1.0
11794,1.0
1885,0.0
243,0.0
1608,1.0
16491,0.0
14433,0.0
3031,0.0
2103,0.0
13466,1.0
15488,0.0
7146,1.0
3892,0.0
15124,0.0
1996,0.0
11146,0.0
11967,1.0
3005,1.0
5404,1.0
10788,1.0
3254,1.0
5293,1.0
8053,0.0
8092,1.0
13636,0.0
4926,1.0
3977,1.0
4085,0.0
16479,0.0
398,0.0
9424,1.0
10641,1.0
2979,1.0
3574,0.0
1649,1.0
15222,0.0
1688,0.0
1116,1.0
707,1.0
3467,0.0
5146,1.0
11811,1.0
2950,1.0
16769,0.0
12782,0.0
1387,0.0
7389,1.0
17178,0.0
17469,0.0
15832,1.0
8234,1.0
13721,1.0
2539,1.0
16741,0.0
5384,0.0
569,0.0
7625,0.0
9029,1.0
7026,1.0
12589,1.0
800,1.0
1480,1.0
428,1.0
3615,1.0
4192,1.0
15398,0.0
12940,0.0
10732,0.0
425,0.0
83,1.0
16639,1.0
13457,0.0
17136,1.0
7635,0.0
3132,0.0
10120,1.0
233,1.0
3038,1.0
9893,1.0
17055,0.0
7826,1.0
15229,1.0
15807,0.0
7424,1.0
2026,0.0
13674,0.0
12686,1.0
11446,1.0
3868,0.0
5370,1.0
342,1.0
12596,0.0
12292,0.0
512,1.0
12536,0.0
3158,1.0
6885,1.0
7343,1.0
1592,0.0
12123,1.0
7903,0.0
9331,1.0
6740,1.0
1813,1.0
10053,1.0
13762,1.0
13606,0.0
4413,1.0
2315,0.0
10317,0.0
1924,1.0
2019,0.0
7413,0.0
12068,0.0
13706,0.0
13646,1.0
16508,0.0
12181,1.0
1421,1.0
12395,1.0
9452,0.0
3425,0.0
14469,0.0
11461,1.0
13028,0.0
9619,1.0
17545,0.0
4101,0.0
4081,1.0
4963,1.0
16338,0.0
377,1.0
8211,1.0
798,1.0
5468,1.0
1884,1.0
14153,0.0
383,1.0
2373,0.0
8013,1.0
1199,1.0
13728,0.0
2239,0.0
6168,0.0
4095,1.0
1105,1.0
481,1.0
7127,1.0
358,1.0
102,1.0
8263,0.0
6940,0.0
13361,1.0
1332,0.0
783,1.0
3306,1.0
4356,1.0
3105,1.0
17258,1.0
2000,1.0
12977,0.0
11644,1.0
1421,0.0
5206,0.0
13246,1.0
1235,0.0
14485,1.0
1710,0.0
9257,0.0
431,0.0
14417,0.0
12780,0.0
2329,0.0
228,1.0
11813,1.0
578,1.0
4234,1.0
685,1.0
6819,1.0
7751,0.0
5221,1.0
2869,0.0
3786,0.0
11899,1.0
5795,0.0
8955,1.0
8753,1.0
8990,1.0
13053,1.0
10782,1.0
15019,1.0
6974,1.0
4183,1.0
8496,1.0
3023,1.0
6038,1.0
6432,1.0
1945,0.0
1626,1.0
2759,1.0
1223,1.0
1655,0.0
1293,0.0
1860,1.0
7856,1.0
2775,1.0
592,0.0
609,1.0
4312,0.0
5138,1.0
10586,1.0
10415,1.0
1341,1.0
11965,1.0
10717,0.0
15417,1.0
607,1.0
724,1.0
2195,1.0
11855,1.0
5698,0.0
16291,0.0
4980,0.0
4889,0.0
1474,1.0
2898,0.0
2848,1.0
8372,0.0
13211,0.0
13166,0.0
13495,0.0
14504,1.0
4636,0.0
3541,0.0
5877,0.0
12071,1.0
2384,0.0
3461,0.0
5978,1.0
1161,0.0
5956,1.0
8969,0.0
15062,0.0
16343,0.0
12545,0.0
2769,0.0
2635,0.0
1574,0.0
10691,0.0
2861,0.0
3952,0.0
13261,0.0
17495,0.0
15611,0.0
2492,1.0
1330,0.0
12397,1.0
3917,0.0
3773,0.0
5485,1.0
6082,1.0
14189,0.0
1051,1.0
15397,0.0
10080,0.0
624,0.0
8011,1.0
276,0.0
9533,1.0
4271,1.0
9294,1.0
1712,1.0
3081,1.0
1502,0.0
4996,0.0
9783,1.0
16532,0.0
13862,1.0
12257,1.0
13446,1.0
1796,1.0
14915,0.0
7771,0.0
2533,0.0
15235,0.0
14846,0.0
1101,0.0
10325,1.0
16784,0.0
15969,1.0
2702,1.0
16267,0.0
15823,1.0
4723,0.0
6113,1.0
4239,0.0
7980,0.0
6436,1.0
1102,1.0
5267,1.0
7033,1.0
15439,0.0
12836,0.0
3147,1.0
1473,0.0
13785,0.0
14454,0.0
4523,0.0
32,0.0
850,0.0
13389,0.0
14583,0.0
12107,1.0
14400,0.0
12511,1.0
2211,0.0
920,1.0
3203,0.0
5608,1.0
15582,1.0
3257,1.0
3885,1.0
1285,1.0
11618,0.0
8608,0.0
3594,0.0
16327,0.0
3579,0.0
15025,0.0
13883,0.0
3272,1.0
4718,0.0
10288,1.0
1005,1.0
2855,0.0
2574,1.0
411,1.0
10534,0.0
8459,1.0
11075,0.0
13009,0.0
6035,1.0
13984,0.0
427,0.0
6213,1.0
17631,0.0
15492,1.0
3543,1.0
12104,1.0
254,0.0
6011,1.0
4289,0.0
9342,1.0
2143,1.0
6093,1.0
6404,1.0
7633,1.0
1729,0.0
9276,0.0
1672,1.0
2744,1.0
2078,1.0
12366,1.0
11443,0.0
16345,0.0
9697,1.0
1972,0.0
1590,0.0
14772,1.0
2440,1.0
7808,1.0
695,0.0
5730,0.0
1523,1.0
2029,0.0
13142,1.0
1184,0.0
13039,0.0
3915,1.0
2285,0.0
11874,1.0
14097,0.0
3095,1.0
1678,0.0
7365,1.0
2115,0.0
3140,1.0
2274,0.0
12467,0.0
3533,1.0
3245,0.0
397,1.0
6183,1.0
11294,1.0
5042,1.0
4818,0.0
13501,1.0
10634,0.0
3564,0.0
14217,0.0
1115,1.0
2255,1.0
6177,1.0
9956,1.0
14895,0.0
6313,1.0
9990,1.0
13570,0.0
11534,0.0
15117,0.0
657,0.0
10829,1.0
10385,1.0
6685,1.0
12542,0.0
2007,1.0
15013,0.0
574,1.0
2352,1.0
3232,1.0
11633,0.0
1810,0.0
2485,0.0
13231,0.0
7206,1.0
5968,1.0
1280,1.0
953,0.0
9363,0.0
12546,0.0
5665,1.0
14010,1.0
7029,1.0
310,1.0
3410,0.0
4776,0.0
9912,1.0
2966,1.0
7193,1.0
2223,1.0
1825,0.0
13631,0.0
220,1.0
1462,0.0
9026,0.0
15080,1.0
7955,0.0
14979,0.0
16175,0.0
2337,0.0
13804,1.0
12495,1.0
5153,1.0
1147,1.0
1938,1.0
334,1.0
2135,1.0
1640,1.0
13409,1.0
735,0.0
5915,1.0
457,1.0
12621,1.0
15811,1.0
5398,1.0
16371,0.0
3859,1.0
97,0.0
11701,1.0
3131,1.0
8017,1.0
10668,0.0
6781,1.0
6619,1.0
2628,0.0
3774,1.0
10561,0.0
2240,1.0
3664,0.0
17624,1.0
459,1.0
9401,0.0
11221,1.0
5139,0.0
2491,0.0
2390,1.0
14257,1.0
13613,0.0
1001,0.0
16151,1.0
10585,0.0
3083,1.0
2439,1.0
13841,1.0
12090,0.0
1983,1.0
943,1.0
5592,1.0
1221,1.0
1664,0.0
2902,1.0
4100,1.0
4269,0.0
2311,1.0
10734,1.0
10662,0.0
735,0.0
813,0.0
8129,1.0
6884,1.0
4536,0.0
12097,1.0
16103,0.0
13815,0.0
2398,0.0
8901,0.0
4185,1.0
1107,1.0
2577,1.0
2374,0.0
3924,1.0
6634,0.0
437,1.0
4290,0.0
1774,1.0
608,1.0
9475,1.0
13938,0.0
4157,1.0
5641,1.0
11238,0.0
9003,1.0
9289,0.0
2516,0.0
11,0.0
4263,0.0
1668,1.0
14996,0.0
416,1.0
12196,0.0
5014,1.0
15192,1.0
5779,1.0
7189,1.0
13458,1.0
3696,1.0
711,0.0
395,1.0
11722,1.0
4504,1.0
13229,0.0
1952,1.0
9443,0.0
1070,1.0
12740,0.0
17226,1.0
1496,0.0
14237,0.0
594,1.0
6250,1.0
9435,1.0
14577,0.0
4092,0.0
210,1.0
2889,1.0
4929,1.0
7210,1.0
1524,0.0
16727,0.0
13022,0.0
7250,1.0
5207,1.0
1242,0.0
1407,1.0
3320,0.0
12349,1.0
2405,1.0
917,0.0
528,0.0
16670,1.0
14282,0.0
12559,1.0
16985,1.0
4018,0.0
2820,0.0
11138,1.0
14399,0.0
3832,0.0
14855,0.0
3301,0.0
6265,1.0
17322,0.0
3013,1.0
1391,1.0
3871,1.0
9680,0.0
12849,1.0
789,1.0
6108,1.0
14537,1.0
775,1.0
13942,0.0
1632,0.0
11934,1.0
6430,1.0
15167,0.0
1019,1.0
8663,0.0
2751,0.0
2019,1.0
14341,0.0
14925,0.0
3951,1.0
490,1.0
12431,0.0
2723,1.0
3092,0.0
10126,0.0
9185,1.0
599,0.0
4563,1.0
15083,1.0
11698,1.0
4002,1.0
4660,0.0
10099,1.0
12391,0.0
15562,1.0
4685,0.0
15361,0.0
5673,1.0
6218,1.0
8665,1.0
2996,1.0
4148,1.0
5081,1.0
16618,1.0
5791,0.0
15647,0.0
11038,1.0
11938,1.0
12240,0.0
1447,1.0
13253,1.0
833,0.0
15646,1.0
1790,1.0
15668,0.0
16706,0.0
7310,1.0
7035,1.0
6001,1.0
10575,1.0
2838,0.0
14710,0.0
3758,0.0
3219,1.0
11767,1.0
11326,1.0
9973,0.0
3521,1.0
6595,1.0
5948,1.0
14500,0.0
2589,1.0
16102,0.0
4696,0.0
15740,1.0
15559,0.0
5242,1.0
11547,1.0
9952,1.0
15609,1.0
519,1.0
3525,0.0
8645,1.0
6807,1.0
3850,0.0
9046,0.0
2323,0.0
4483,0.0
10417,0.0
2465,0.0
12380,1.0
44,0.0
2251,1.0
4484,1.0
17006,0.0
9182,1.0
15060,0.0
14480,0.0
15491,0.0
2219,1.0
13024,0.0
7235,1.0
12222,1.0
4609,1.0
10733,1.0
17129,0.0
501,0.0
2031,0.0
12789,0.0
17290,0.0
1047,1.0
6328,1.0
9195,0.0
687,1.0
1271,1.0
15293,0.0
17197,0.0
16166,0.0
3214,1.0
3140,1.0
15485,0.0
14533,0.0
13702,0.0
464,0.0
778,0.0
12225,0.0
1182,0.0
3139,0.0
4020,1.0
9388,1.0
9555,0.0
17419,1.0
15194,1.0
12268,1.0
10498,1.0
15784,1.0
13108,0.0
6084,1.0
9307,1.0
2983,1.0
17531,1.0
1898,0.0
11448,1.0
13274,1.0
5891,1.0
9381,0.0
12716,0.0
9189,1.0
10476,1.0
9158,1.0
6006,1.0
566,0.0
4119,1.0
5900,1.0
16997,1.0
841,1.0
3889,1.0
9836,1.0
16807,0.0
7642,1.0
17150,1.0
8657,1.0
2667,0.0
17125,0.0
870,1.0
9343,1.0
4093,1.0
10632,1.0
766,1.0
1441,1.0
14339,0.0
11345,1.0
505,1.0
3873,1.0
17016,1.0
2558,0.0
3681,1.0
4866,0.0
17005,0.0
2621,1.0
16634,0.0
15336,0.0
17542,0.0
6710,1.0
10222,1.0
3027,0.0
3425,1.0
4103,1.0
1299,1.0
2884,1.0
6339,1.0
2023,0.0
1189,0.0
10,1.0
7373,1.0
9387,0.0
2686,0.0
2606,0.0
72,0.0
10605,1.0
7786,0.0
1026,0.0
9105,1.0
9406,1.0
8652,0.0
6605,1.0
17472,0.0
1794,0.0
120,1.0
9539,0.0
9638,1.0
3952,1.0
3500,0.0
2497,0.0
279,1.0
13716,0.0
2423,0.0
12659,1.0
15877,0.0
2733,1.0
81,1.0
4218,0.0
4243,0.0
3812,1.0
12427,0.0
12628,1.0
8150,1.0
2445,1.0
1360,0.0
13056,1.0
9842,1.0
3165,0.0
2163,0.0
880,1.0
1579,1.0
7574,1.0
1510,1.0
3589,0.0
3020,1.0
1382,0.0
4113,0.0
383,0.0
1846,0.0
3134,1.0
7839,1.0
4569,0.0
6964,0.0
11228,0.0
12306,1.0
13312,1.0
3604,0.0
12004,1.0
17687,0.0
5280,1.0
11680,1.0
15584,0.0
13294,1.0
9436,1.0
3615,0.0
2109,0.0
10780,1.0
12084,1.0
7774,0.0
568,1.0
6033,1.0
5324,0.0
3437,0.0
15908,0.0
11353,1.0
4184,1.0
1853,1.0
3077,1.0
16607,0.0
637,1.0
8985,0.0
3220,1.0
15726,0.0
6283,1.0
78,1.0
12601,0.0
14984,1.0
1194,0.0
46,1.0
16734,1.0
2713,0.0
977,1.0
16009,0.0
6787,1.0
12218,0.0
2964,1.0
5564,1.0
13966,1.0
9778,1.0
15911,1.0
12367,1.0
4516,1.0
9583,1.0
2614,1.0
1976,1.0
12106,1.0
5122,1.0
3057,1.0
17332,0.0
2811,1.0
14917,0.0
11908,1.0
6890,1.0
3970,0.0
2168,1.0
12245,1.0
11034,1.0
7617,1.0
14269,1.0
757,1.0
10241,1.0
1752,1.0
17015,0.0
13734,0.0
433,0.0
11593,1.0
5168,1.0
7601,1.0
1833,0.0
9634,0.0
2092,1.0
10266,1.0
38,1.0
8770,1.0
12556,1.0
6204,0.0
3989,1.0
4594,0.0
714,0.0
560,0.0
1512,1.0
16420,0.0
2336,0.0
239,1.0
550,1.0
8833,1.0
13143,0.0
9075,0.0
17180,0.0
8761,0.0
2358,1.0
3629,1.0
10439,1.0
12562,1.0
16253,0.0
8332,1.0
7433,1.0
16822,0.0
8433,0.0
2671,0.0
3748,1.0
14741,0.0
1598,0.0
2128,0.0
4491,1.0
3243,0.0
12298,1.0
9374,1.0
16123,0.0
6008,1.0
1244,1.0
4303,0.0
3007,1.0
15408,0.0
8284,0.0
3560,1.0
1691,0.0
13171,0.0
626,1.0
7524,1.0
5831,1.0
1742,1.0
14879,0.0
13201,1.0
829,0.0
2830,1.0
17170,0.0
16993,0.0
13031,1.0
13141,0.0
2208,1.0
2028,1.0
2776,1.0
10449,0.0
16296,0.0
7941,1.0
8029,0.0
3414,1.0
16675,0.0
12439,1.0
16221,0.0
907,0.0
9230,1.0
11887,0.0
2176,1.0
761,0.0
3119,0.0
987,0.0
14078,1.0
534,1.0
15316,0.0
15315,0.0
12645,1.0
12866,1.0
1657,0.0
10247,1.0
296,1.0
13012,0.0
11737,1.0
1786,0.0
4383,0.0
2259,0.0
5319,1.0
5855,1.0
17288,1.0
9478,0.0
16680,0.0
15937,0.0
17280,0.0
9906,1.0
5734,0.0
5770,1.0
4338,0.0
8743,1.0
13015,0.0
8464,1.0
7988,1.0
1612,1.0
3575,1.0
14330,1.0
7408,0.0
5309,1.0
3201,0.0
7314,1.0
2649,1.0
2587,1.0
8905,0.0
6577,1.0
3161,0.0
11011,0.0
3183,1.0
16413,0.0
11674,1.0
2378,0.0
4804,0.0
4219,1.0
5693,1.0
15043,0.0
3539,0.0
5393,1.0
9118,1.0
12371,0.0
10617,0.0
13635,1.0
9373,0.0
3370,0.0
16880,0.0
13089,0.0
16938,1.0
1755,0.0
15021,0.0
8980,0.0
15718,0.0
9293,0.0
10540,0.0
206,0.0
5373,1.0
1880,0.0
1614,0.0
5830,0.0
13561,1.0
11961,0.0
2789,1.0
13543,0.0
2016,1.0
14775,0.0
3403,1.0
14379,0.0
5757,1.0
604,1.0
5330,0.0
9755,1.0
562,0.0
305,1.0
7013,1.0
10826,0.0
244,1.0
2248,0.0
1066,0.0
8300,1.0
6803,1.0
10831,0.0
4117,0.0
3115,1.0
3496,1.0
11222,1.0
4831,1.0
14967,1.0
5345,1.0
5203,0.0
3665,1.0
2665,0.0
2480,0.0
16106,0.0
12153,1.0
1187,0.0
3961,0.0
3874,1.0
180,0.0
17476,1.0
3469,1.0
13729,0.0
10372,1.0
4794,0.0
7437,0.0
2453,1.0
5959,1.0
1801,0.0
16047,0.0
9451,1.0
3547,1.0
6039,1.0
6503,0.0
8223,0.0
3602,1.0
2802,0.0
16929,1.0
13362,0.0
2923,0.0
1909,1.0
7742,0.0
11250,1.0
8471,1.0
2740,1.0
1246,1.0
1132,1.0
4538,0.0
4054,1.0
5932,1.0
3240,0.0
109,1.0
16640,1.0
15587,0.0
15625,1.0
2289,1.0
14298,0.0
11321,0.0
14019,0.0
995,1.0
5845,1.0
3535,1.0
4395,1.0
5874,0.0
11332,1.0
2675,1.0
738,1.0
15676,0.0
1615,0.0
4349,1.0
3568,0.0
12595,0.0
3900,0.0
13106,0.0
16223,0.0
15386,1.0
5151,0.0
16712,0.0
12796,0.0
13542,0.0
14412,0.0
13695,0.0
12915,0.0
974,0.0
12788,0.0
4300,0.0
517,0.0
3654,0.0
5873,1.0
4839,0.0
7599,1.0
7378,0.0
3037,1.0
15429,0.0
3089,0.0
14906,0.0
7196,1.0
9269,0.0
14698,0.0
7465,1.0
2826,0.0
14039,0.0
6331,0.0
11,0.0
10841,1.0
5869,1.0
8857,1.0
1427,0.0
2199,0.0
11459,1.0
1943,1.0
